# Canadian Moho depth compilation by Schetsellar, E. M. and Snyder, D. B.
# ===
# This is a reproduction of data downloaded from geoscan.nrcan.gc.ca
# ===
# Title: National database of Moho depth estimates estimates from seismic refraction and teleseismic surveys
# Author: Schetselaar, E M; Snyder, D B
# Source: Geological Survey of Canada, Open File 8243, 2017, 14 pages, https://doi.org/10.4095/305396 (Open Access)
# Year: 2017
# Publisher: Natural Resources Canada
# GEOSCAN ID: 305396
STATION,LON,LAT,Z,MOHODEPTH,STDDEV,DUPLICATE,METHOD,DATA_SOURCE,LOCATION,AUTHORS_1st,YEAR,TITLE,JOURNAL
B22A,-106,48.3,826.06,40,2.4,FALSE,TELESEISMIC,USARAY,Reddig Ranch South Frazer MT USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B23A,-104.99,48.46,731.93,40,1.3,FALSE,TELESEISMIC,USARAY,Brockton MT USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B26A,-102.23,48.38,680.06,42,8.4,FALSE,TELESEISMIC,USARAY,Jensen Ranch Palermo ND USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B27A,-101.26,48.4,490.97,34,2.1,FALSE,TELESEISMIC,USARAY,Peters Farms Glenburn ND USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B28A,-100.36,48.45,447.45,33,5.4,FALSE,TELESEISMIC,USARAY,Dugan Ranch Towner ND USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B29A,-99.35,49.46,419.36,35,3.1,FALSE,TELESEISMIC,USARAY,Wagenman Farm Cando ND USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B30A,-98.33,48.45,473.04,30,5.8,FALSE,TELESEISMIC,USARAY,Myrvik Farm Edmore ND USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B31A,-97.65,48.42,273.78,44,0.6,FALSE,TELESEISMIC,USARAY,Greenbush Farm Park River ND USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B32A,-96.54,48.4,315.03,50,5.6,FALSE,TELESEISMIC,USARAY,Ashes Strandquist MN USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B33A,-95.59,48.27,356.94,46,5.7,FALSE,TELESEISMIC,USARAY,Robert and Kassanda Mosher Grygla MN USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B34A,-94.65,48.49,348.53,34,5.7,FALSE,TELESEISMIC,USARAY,Aery Baudette MN USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B35A,-93.73,48.36,354.97,48.5,4.4,TRUE,TELESEISMIC,USARAY,Bob Littlefork MN USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
B35B,-93.73,48.36,354.97,49,4.5,FALSE,TELESEISMIC,USARAY,Bob Littlefork MN USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
BLUE,-74.45,43.89,673.14,36,4,FALSE,TELESEISMIC,USARAY,Blue Mountain Lake NY,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
BMNY,-74.51,44.84,119.17,39,1.3,FALSE,TELESEISMIC,USARAY,Brushton-Moira New York,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
BRCO,-81.44,44.24,273.57,38,7.5,TRUE,TELESEISMIC,USARAY,BRUCE PENN. ON,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
C37A,-92.19,47.73,445.74,43,0.6,FALSE,TELESEISMIC,USARAY,Embarrass MN USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
C38A,-91.27,47.72,504.12,31,3.2,FALSE,TELESEISMIC,USARAY,Sawbill Landing (USFS) Superior Nat. Forest MN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
C39A,-90.13,47.82,329.13,29,2.9,FALSE,TELESEISMIC,USARAY,Grand Marais MN USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
C40A,-89.15,47.92,210.37,44,4.2,FALSE,TELESEISMIC,USARAY,Isle Royale National Park MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
CARO,-78.98,47.92,329.27,38,3.6,FALSE,TELESEISMIC,USARAY,XB.CARO,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
CHAZ,-79.05,48.83,305.15,36,5,FALSE,TELESEISMIC,USARAY,XB.CHAZ,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
CLER,-74.25,44.38,505.98,41,1.2,FALSE,TELESEISMIC,USARAY,Lake Clear NY,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
CLWO,-80.3,44.45,507.23,44,4.7,TRUE,TELESEISMIC,USARAY,Collingwood Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
COWI,-89.14,46.1,524.6,42,0.2,FALSE,TELESEISMIC,USARAY,Conover Wisconsin USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D41A,-88.57,47.06,281.4,43,2.6,FALSE,TELESEISMIC,USARAY,Chassel MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D62A,-69.05,47.08,209,32,4.3,FALSE,TELESEISMIC,USARAY,Allapoint Allagash ME USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
DEND,-79.01,49.8,260.74,43,3.7,FALSE,TELESEISMIC,USARAY,XB.DEND,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
DGMT,-104.2,48.47,623.31,25,11,FALSE,TELESEISMIC,USARAY,Dagmar Montana USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E39A,-90.56,46.38,397.12,34,5,FALSE,TELESEISMIC,USARAY,Mellen WI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E40A,-89.9,46.44,474,51,3.3,FALSE,TELESEISMIC,USARAY,Wakefield MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E41A,-88.96,46.46,374.66,39,0.5,FALSE,TELESEISMIC,USARAY,Kenton MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E42A,-87.91,46.43,464.71,39,0.3,FALSE,TELESEISMIC,USARAY,Champion MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E43A,-87,46.38,293.93,40,0.3,FALSE,TELESEISMIC,USARAY,Lone Tree Farm Eben Junction MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E44A,-85.92,46.62,253.39,44,6.8,FALSE,TELESEISMIC,USARAY,Grand Marais Airport Grand Marais MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E46A,-84.31,46.37,191.73,38,1.8,FALSE,TELESEISMIC,USARAY,Sault Ste Marie MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E62A,-69.52,46.62,370,37,1.6,FALSE,TELESEISMIC,USARAY,Clayton Lake ME USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
EGMT,-109.75,48.02,1059.12,39,4.6,FALSE,TELESEISMIC,USARAY,Eagleton Montana USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
EYMN,-91.5,47.95,474.3,43,1,FALSE,TELESEISMIC,USARAY,Ely Minnesota USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F41A,-89.1,45.74,503.06,33,3.5,FALSE,TELESEISMIC,USARAY,Wisconsin Rapids WI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F42A,-88.13,45.76,373.53,41,0.7,FALSE,TELESEISMIC,USARAY,Maple Grove Farm Niagara WI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F43A,-87.17,45.83,233.17,39,0.4,FALSE,TELESEISMIC,USARAY,Flat Rock Escanaba MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F44A,-86.42,45.97,233.87,42,0.8,FALSE,TELESEISMIC,USARAY,Big Bay de Noc Black Bears Cooks MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F45A,-85.52,45.68,200.94,30,6.1,FALSE,TELESEISMIC,USARAY,CMU Biological Station Beaver Island MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F46A,-84.76,45.77,193.06,46,6.3,FALSE,TELESEISMIC,USARAY,Macinaw City Comets Mackinaw City MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F62A,-69.97,45.9,378.24,39,1.8,FALSE,TELESEISMIC,USARAY,Pittston Farm Pittston Academy Grant ME USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
FA26,-105.43,48.79,741.85,40,3.3,FALSE,TELESEISMIC,USARAY,fled station 26,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
FA27,-108.11,49.94,897.48,30,9.1,FALSE,TELESEISMIC,USARAY,fled station 27,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
FA28,-111.52,50.76,639.72,35,6.1,FALSE,TELESEISMIC,USARAY,fled station 28,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
FLET,-72.95,44.72,284.66,38,2.9,FALSE,TELESEISMIC,USARAY,Fletcher VT,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
FRNY,-73.59,44.83,288.08,36,0.7,FALSE,TELESEISMIC,USARAY,Flat Rock Altona NY,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
G42A,-88.43,45.24,321.74,40,0.2,FALSE,TELESEISMIC,USARAY,Mountain WI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
G43A,-87.69,45.26,203.15,38,0.3,FALSE,TELESEISMIC,USARAY,Wallace MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
G45A,-85.66,45.04,266.69,41,5,FALSE,TELESEISMIC,USARAY,Suttons Bay MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
G46A,-84.86,45.32,359.42,42,1.1,FALSE,TELESEISMIC,USARAY,Petoskey MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
G47A,-83.86,45.17,241.03,38,0.9,FALSE,TELESEISMIC,USARAY,Hillman MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
G59A,-73.18,45.08,39,38,1.8,FALSE,TELESEISMIC,USARAY,Clarenceville QC USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
G61A,-71.53,45.28,353.75,27,3.3,FALSE,TELESEISMIC,USARAY,St-Isidore-de-Clifton QC USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
H45A,-86.04,44.62,243.9,29,1.7,FALSE,TELESEISMIC,USARAY,Beulah MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
H46A,-85.2,44.54,333,41,3.5,FALSE,TELESEISMIC,USARAY,Fife Lake MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
H47A,-84.21,44.6,361.34,32,4.9,FALSE,TELESEISMIC,USARAY,Mio MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
H48A,-83.32,44.7,242.93,33,1.8,FALSE,TELESEISMIC,USARAY,Harrisville MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
H57A,-75.39,44.46,126.98,40,0.4,FALSE,TELESEISMIC,USARAY,Richville NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
H58A,-74.18,44.42,525.29,41,0.5,FALSE,TELESEISMIC,USARAY,Gabriels NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
H59A,-73.69,44.65,302.37,36,0.8,FALSE,TELESEISMIC,USARAY,Cadyville NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
H60A,-72.7,44.56,493.24,38,2.2,FALSE,TELESEISMIC,USARAY,Morristown VT USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
HBVT,-73.07,44.36,228.45,37,1.5,FALSE,TELESEISMIC,USARAY,Hinesburg VT,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I45A,-86.23,44.04,208.25,38,6.1,FALSE,TELESEISMIC,USARAY,Fountain MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I45A,-86.23,44.04,208.25,39.5,6.1,TRUE,TELESEISMIC,USARAY,Fountain MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I45A,-86.23,44.04,208.25,41,7.4,TRUE,TELESEISMIC,USARAY,Fountain MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I46A,-85.45,43.94,352.25,36,1.3,FALSE,TELESEISMIC,USARAY,Reed City MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I47A,-84.51,44.02,260.01,41,4.2,FALSE,TELESEISMIC,USARAY,Gladwin MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I48A,-83.7,44.19,193.22,34,1,FALSE,TELESEISMIC,USARAY,Sherman Twp MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I49A,-82.82,43.94,212.41,38,0.3,FALSE,TELESEISMIC,USARAY,Point Hope MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I57A,-75.66,43.94,349.64,42,0.3,FALSE,TELESEISMIC,USARAY,Carthage NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
I58A,-74.97,43.69,557.93,41,2,FALSE,TELESEISMIC,USARAY,Old Forge NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
J48A,-82.78,43.3,228.96,46,5.6,FALSE,TELESEISMIC,USARAY,Bridge Port MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
J49A,-83.14,43.36,248.63,39,5.6,FALSE,TELESEISMIC,USARAY,Marlette MI USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
J54A,-78.64,43.27,110.74,42,0.3,FALSE,TELESEISMIC,USARAY,Appleton NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
J54A,-78.64,43.27,110.74,42.5,0.3,TRUE,TELESEISMIC,USARAY,Appleton NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
J55A,-77.82,43.27,98.8,43,3.5,FALSE,TELESEISMIC,USARAY,Hilton NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
J55A,-77.82,43.27,98.8,38,12,TRUE,TELESEISMIC,USARAY,Hilton NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
J56A,-76.86,43.28,84.25,50,2.2,FALSE,TELESEISMIC,USARAY,Wolcott NY USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
KEEN,-73.82,44.26,517.25,36,6.5,FALSE,TELESEISMIC,USARAY,Keene Valley NY,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
KILO,-79.72,48.5,332.69,39,4.3,TRUE,TELESEISMIC,USARAY,KIRKLAND LAKE ON,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
KM44,-79,49.43,272.78,38,3.8,FALSE,TELESEISMIC,USARAY,XB.KM44,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
LONY,-74.58,44.62,448.64,46,4.8,FALSE,TELESEISMIC,USARAY,Lake Ozonia New York USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
LONY,-74.58,44.62,448.64,44.5,4.8,TRUE,TELESEISMIC,USARAY,Lake Ozonia New York USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
LOZ,-74.58,44.62,448.64,43,5.7,FALSE,TELESEISMIC,USARAY,Lake Ozonia New York,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
LRIV,-123.5,48.06,439.18,32,0.7,FALSE,TELESEISMIC,USARAY,Port Angeles WA USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
MADW,-78,45.53,334.59,41,4.9,FALSE,TELESEISMIC,USARAY,XB.MADW,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
MEDO,-78.45,43.16,189.85,41,0.3,FALSE,TELESEISMIC,USARAY,Medina New York U.S.A.,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
MKRVA,-111.78,49.14,972.5,39,8.1,FALSE,TELESEISMIC,USARAY,Milk River Alberta Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
MRBL,-121.48,48.52,110.1,37,0.2,FALSE,TELESEISMIC,USARAY,Marblemount WA USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
NCB,-74.22,43.97,512.47,44,1.3,FALSE,TELESEISMIC,USARAY,Newcomb New York,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
NEW,-117.12,48.26,783.03,36,1.1,FALSE,TELESEISMIC,USARAY,Newport Washington USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
OMAK,-119.33,48.36,692.63,31,0.3,FALSE,TELESEISMIC,USARAY,Colville Reservation Omak WA USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
PAPL,-77.81,45.32,335.63,39,5.9,FALSE,TELESEISMIC,USARAY,XB.PAPL,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
PASS,-122.09,49,249.72,36,1.1,FALSE,TELESEISMIC,USARAY,Maple Falls WA USA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POP1,-79.18,47.81,272.91,40,4.3,FALSE,TELESEISMIC,USARAY,XB.POP1,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POP2,-79.22,47.59,286.2,39,3.8,FALSE,TELESEISMIC,USARAY,XB.POP2,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POP3,-79.18,47.45,273.39,36,6.6,FALSE,TELESEISMIC,USARAY,XB.POP3,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POP4,-79.12,47.26,297.01,36,1.8,FALSE,TELESEISMIC,USARAY,XB.POP4,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POP5,-78.91,47.12,301.1,36,1.4,FALSE,TELESEISMIC,USARAY,XB.POP5,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POP6,-78.82,46.95,303.72,36,1.2,FALSE,TELESEISMIC,USARAY,XB.POP6,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POP7,-78.6,46.81,289.65,47,5.4,FALSE,TELESEISMIC,USARAY,XB.POP7,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POP8,-78.58,46.62,357.29,37,1.5,FALSE,TELESEISMIC,USARAY,XB.POP8,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POTS,-74.97,44.66,128.49,38,0.9,FALSE,TELESEISMIC,USARAY,SUNY Potsdam NY,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
POUL,-79.04,48.63,289.75,42,6.5,FALSE,TELESEISMIC,USARAY,XB.POUL,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
PTN,-74.98,44.57,223.13,39,2.1,FALSE,TELESEISMIC,USARAY,Potsdam NY,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
SHUK,-121.68,48.85,1442.42,34,1.4,FALSE,TELESEISMIC,USARAY,Shuksan (Mt. Baker Ski Area) WA,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
TD023,-114.31,51.11,1097.44,29,5.5,FALSE,TELESEISMIC,USARAY,Z1,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
TD026,-114.71,51.29,1371.07,38,4,FALSE,TELESEISMIC,USARAY,Z2,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
VBOI,-79.14,49.1,304.1,38,1.6,FALSE,TELESEISMIC,USARAY,XB.VBOI,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
VLDQ,-77.76,48.19,302.42,35,0.3,TRUE,TELESEISMIC,USARAY,VALDOR QC,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
VSG4,-79,49.63,273,42,3.1,FALSE,TELESEISMIC,USARAY,XB.VSG4,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
VSGL,-79.11,49.01,295.31,41,3.5,FALSE,TELESEISMIC,USARAY,XB.VSGL,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
WCNY,-75.65,43.98,237.86,41,0.2,FALSE,TELESEISMIC,USARAY,West Carthage New York,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
R0110,-96.5,50.1,241.66,34,,FALSE,TIME TERM,USGSDatabase,,Gurbuz,1970,A study of the earth's crust and upper mantle using travel times and spectrum characteristics of body waves.,"Seismological Society of America Bulletin, 60(6):1921-1935."
R0111,-94,50,396.58,38.6,,FALSE,TIME TERM,USGSDatabase,,Hall & Hainal,1969,"Crustal structure of northwestern Ontario, refraction seismology.","Canadian Journal of Earth Sciences, 6:81-99."
R0112,-92.04,52.93,290,31,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R0313,-87.54,47.79,-4.6,56.6,,FALSE,TIME TERM,USGSDatabase,,Smith et al.,1966,Lake Superior Crustal Structure.,"Journal of Geophysical Research, 71(4):1141-1172."
R2153,-90.52,50.75,388.53,32,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
