# Canadian Moho depth compilation by Schetsellar, E. M. and Snyder, D. B.
# ===
# This is a reproduction of data downloaded from geoscan.nrcan.gc.ca
# ===
# Title: National database of Moho depth estimates estimates from seismic refraction and teleseismic surveys
# Author: Schetselaar, E M; Snyder, D B
# Source: Geological Survey of Canada, Open File 8243, 2017, 14 pages, https://doi.org/10.4095/305396 (Open Access)
# Year: 2017
# Publisher: Natural Resources Canada
# GEOSCAN ID: 305396
STATION,LON,LAT,Z,MOHODEPTH,STDDEV,DUPLICATE,METHOD,DATA_SOURCE,LOCATION,AUTHORS_1st,YEAR,TITLE,JOURNAL
R2154,-91.4,51.99,406.53,30,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2155,-93.25,53.86,259.2,28,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2156,-93.84,54.71,182.19,31,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2157,-94.67,55.54,180.26,32,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2158,-95.32,56.52,143.33,34,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2159,-96.4,57.39,212,42,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2160,-97.07,58.15,263.56,41,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2161,-98.03,59.01,273.14,49,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2162,-98.66,59.68,299.25,45,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2163,-87.91,50.21,353.83,34,,FALSE,TIME TERM,USGSDatabase,,Mereu & Hunter,1969,Crustal and upper mantle structure under Canadian Shield from project early rise data.,"Journal of Geophysical Research, 74(10):2683-2697."
R2186,-100,51.37,265.98,38.1,,FALSE,TIME TERM,USGSDatabase,,Green et al.,1980,Cooperative seismic surveys across the Superior Churchill boundary zone in southern Canada.,"Canadian Journal of Earth Sciences, 17(5):617-632."
R2232,-73.94,50.08,419.24,34.9,,FALSE,TIME TERM,USGSDatabase,,Mereu & Jobidon,1971,A seismic investigation of the crust and Moho on a line perpendicular to the Grenville Front.,"Canadian Journal of Earth Sciences, 8(12):1553-1583."
R2233,-73.75,49.73,469.59,37.7,,FALSE,TIME TERM,USGSDatabase,,Mereu & Jobidon,1971,A seismic investigation of the crust and Moho on a line perpendicular to the Grenville Front.,"Canadian Journal of Earth Sciences, 8(12):1553-1583."
R2234,-70.84,47.81,887.53,32.3,,FALSE,TIME TERM,USGSDatabase,,Mereu & Jobidon,1971,A seismic investigation of the crust and Moho on a line perpendicular to the Grenville Front.,"Canadian Journal of Earth Sciences, 8(12):1553-1583."
R2381,-58.01,57.05,-1846.41,13.26,,FALSE,TIME TERM,USGSDatabase,,Van der Linden,1975,Crustal attennation and sea floor spreading in the Labrador Sea.,"Earth Planetary Science Letters, 279(3):409-423."
R2432,-91.17,63.48,16.06,26,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2433,-91.17,63.48,16.06,26.4,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2434,-90.18,63.18,-44.65,30.6,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2435,-90.18,63.18,-44.65,29.4,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2436,-90.18,63.18,-44.65,34.1,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2446,-89.75,62.37,-155.15,34.8,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2447,-89.75,62.37,-155.15,36,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2448,-89.75,62.37,-155.15,39.4,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2449,-88.83,61.76,-155,33.2,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2450,-88.83,61.76,-155,34.2,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2451,-88.83,61.76,-155,37.9,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2452,-88.17,61.12,-170.51,39.9,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2453,-88.17,61.12,-170.51,41.9,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2454,-88.17,61.12,-170.51,42,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2455,-87.67,60.56,-188.94,39.4,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2456,-87.67,60.56,-188.94,39.4,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2457,-87.67,60.56,-188.94,42.5,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2465,-87.22,60.01,-199,36.5,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2466,-87.22,60.01,-199,36.4,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2467,-87.22,60.01,-199,39.7,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2468,-86.44,59.46,-197.82,33.7,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2469,-86.44,59.46,-197.82,32.8,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2470,-86.44,59.46,-197.82,35,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2471,-85.13,55.23,5.21,37.2,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2472,-85.13,55.23,5.21,35.3,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2473,-85.13,55.23,5.21,35.9,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2474,-94.22,58.79,1,41.3,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2475,-94.22,58.79,1,40.9,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2476,-94.22,58.79,1,40.4,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2477,-93.08,59.08,-44.91,38.2,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2478,-93.08,59.08,-44.91,38.6,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2479,-93.08,59.08,-44.91,40.9,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2480,-91.32,59.19,-97.28,32.2,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2481,-91.32,59.19,-97.28,34.7,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2482,-91.32,59.19,-97.28,38.1,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2483,-89.5,59.33,-116.79,34.5,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2484,-89.5,59.33,-116.79,34.4,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2485,-89.5,59.33,-116.79,38.2,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2486,-87.62,59.46,-198.42,37.4,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2487,-87.62,59.46,-198.42,37.9,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2488,-87.62,59.46,-198.42,41.1,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2489,-85.64,59.56,-145.87,31.9,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2490,-85.64,59.56,-145.87,35.2,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2491,-85.64,59.56,-145.87,33.7,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2492,-83.89,59.65,-110.68,30.6,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2493,-83.89,59.65,-110.68,27.7,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2494,-83.89,59.65,-110.68,34.9,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2541,-82.09,59.7,-148.89,29,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2542,-82.09,59.7,-148.89,28.1,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2543,-82.09,59.7,-148.89,31.6,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2544,-80.12,59.8,69.97,38.2,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2545,-80.12,59.8,69.97,38,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2546,-80.12,59.8,69.97,36.8,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2547,-77.2,60.07,13.56,41,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2548,-77.2,60.07,13.56,40.8,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2549,-77.2,60.07,13.56,39.6,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2550,-83.59,62.19,2.04,34,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2551,-83.59,62.19,2.04,33,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2552,-83.59,62.19,2.04,31.3,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R2553,-94.08,61.11,1.87,33.1,,FALSE,TIME TERM,USGSDatabase,,Hobson et al.,1967,Crustal structure under Hudson Bay.,"Canadian Journal of Earth Sciences, 4(5):929-947"
R2554,-94.08,61.11,1.87,32.2,,FALSE,TIME TERM,USGSDatabase,,Hunter & Mereu,1967,The Crust of the Earth under Hudson Bay (data:  Hudson Bay Experiment (1965H3)),"Canadian Journal of Earth Sciences, 4(5):949-960."
R2555,-94.08,61.11,1.87,30.1,,FALSE,TIME TERM,USGSDatabase,,Ruffman & Keen,1967,"A time-term analysis of the first arrival data from the seismic experiment in Hudson Bay, 1965","Canadian Journal of Earth Sciences, 4(5):901-928."
R3162,-93.5,50,350.33,37.7,,FALSE,TIME TERM,USGSDatabase,,Hall & Hainal,1969,"Crustal structure of northwestern Ontario, refraction seismology.","Canadian Journal of Earth Sciences, 6:81-99."
R3164,-95,50,352.72,38.6,,FALSE,TIME TERM,USGSDatabase,,Hall & Hainal,1969,"Crustal structure of northwestern Ontario, refraction seismology.","Canadian Journal of Earth Sciences, 6:81-99."
R3165,-95.5,50,313.13,33.3,,FALSE,TIME TERM,USGSDatabase,,Hall & Hainal,1969,"Crustal structure of northwestern Ontario, refraction seismology.","Canadian Journal of Earth Sciences, 6:81-99."
R3166,-93.5,50.5,351.49,32.5,,FALSE,TIME TERM,USGSDatabase,,Hall & Hainal,1969,"Crustal structure of northwestern Ontario, refraction seismology.","Canadian Journal of Earth Sciences, 6:81-99."
